id,name,followers,popularity,url,image
0XIKGBo9PnK1ApI5tZA60d,DaniLeigh,313454,74,https://open.spotify.com/artist/0XIKGBo9PnK1ApI5tZA60d,https://i.scdn.co/image/29c3e93cdf6ef6d4a5a677e54d62855f1b2c178e
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,14081821,91,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,https://i.scdn.co/image/3a836196bfb341f736c7fe2704fb75de53f8dfbb
6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,2769781,80,https://open.spotify.com/artist/6Ha4aES39QiVjR0L2lwuwq,https://i.scdn.co/image/0e1015748e671a4e4568d2a34313d8cdaddabce7
35sCXuy5gN6Or69rZ9vqBs,Birdman,625641,67,https://open.spotify.com/artist/35sCXuy5gN6Or69rZ9vqBs,https://i.scdn.co/image/a0f17a1d34ac2462e049b89daa2b8051231f753b
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,1323142,72,https://open.spotify.com/artist/01QTIT5P1pFP3QnnFSdsJf,https://i.scdn.co/image/3dc24b4e5b47c80ff3614aa20ebc4fcfc39e5b65
6X8WdFjrNhXATMDSs26aCc,Curren$y,656733,69,https://open.spotify.com/artist/6X8WdFjrNhXATMDSs26aCc,https://i.scdn.co/image/617b3ccffe352b6753a878b8c8cba8a62842532d
17lzZA2AlOHwCwFALHttmp,2 Chainz,5301927,86,https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp,https://i.scdn.co/image/080a4a7e0ae0d7941278572033bfaf639ef9e698
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,2167483,82,https://open.spotify.com/artist/2HPaUgqeutzr3jx5a9WyDV,https://i.scdn.co/image/797276c2f8da713f0534e012de4d144f338e1664
4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,477014,72,https://open.spotify.com/artist/4HzKw8XcD0piJmDrrPRCYk,https://i.scdn.co/image/4c10227529102df709721a466314d28ff17a097d
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,1715839,84,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp,https://i.scdn.co/image/8986705c72b71411c261c0f9eb65b6a2c04cfe90
360IAlyVv4PCEVjgyMZrxK,Miguel,2665232,83,https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK,https://i.scdn.co/image/b3dc491decb5b3e054935375acf7ed60c139ddf2
3fHjwMnkM9ov8CozqkYxWY,Ramriddlz,77325,53,https://open.spotify.com/artist/3fHjwMnkM9ov8CozqkYxWY,https://i.scdn.co/image/b8e1dac9f8b5df98cac20a685626e5fb1ffc6fb5
3kf0gOpxWtkyeMNJVDQPtd,Smoke Dza,139046,57,https://open.spotify.com/artist/3kf0gOpxWtkyeMNJVDQPtd,https://i.scdn.co/image/6df799589774e135fd36ec3902e70fd89173fe25
7rkW85dBwwrJtlHRDkJDAC,NAV,1826167,83,https://open.spotify.com/artist/7rkW85dBwwrJtlHRDkJDAC,https://i.scdn.co/image/819c7e7c7126e367b35ff23e0653b1779069128f
6TrQLQR8tUluPbmdPy6jqY,ELHAE,117909,55,https://open.spotify.com/artist/6TrQLQR8tUluPbmdPy6jqY,https://i.scdn.co/image/043a6854ad181027cb64479bf396678037d2f106
50co4Is1HCEo8bhOyUWKpn,Young Thug,4885563,94,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,https://i.scdn.co/image/10ea494021e8341a2b5a8fcc8cd3b9a000cbc878
0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul,642722,66,https://open.spotify.com/artist/0g9vAlRPK9Gt3FKCekk4TW,https://i.scdn.co/image/eff7433105ae6f6ed6ffb6b03d46aaee8d6811ae
0f5nVCcR06GX8Qikz0COtT,Omarion,1633510,69,https://open.spotify.com/artist/0f5nVCcR06GX8Qikz0COtT,https://i.scdn.co/image/9cb73d7cb6ad30278674bed3721e914257e5e785
